rms,centroid,bandwidth,zcr,entropy,energy_20_100,energy_100_250,energy_250_500,energy_500_1000
0.12540346,492.63388857104394,365.4825080040924,0.09033203125,5.6395288,1411.6079,1770.6056,13108.149,3051.2278
0.12784722,497.2794974520074,365.53686203183423,0.11767578125,5.5934772,1840.6097,2416.265,19047.004,4198.511
0.12822865,464.07271006235095,381.20265173287186,0.17724609375,5.60668,505.81076,539.75354,1428.6068,328.58417
0.03244115,374.1303801649716,390.87949554077056,0.18896484375,5.188727,512.6708,395.87784,184.33542,48.279385
0.031759817,590.4836180294933,466.11834383702694,0.1669921875,5.8198347,70.22229,59.867374,65.58233,74.71813
0.03301897,433.89817728254786,443.8949672257346,0.19189453125,4.4214983,318.14175,81.93358,20.350853,41.570213
0.040954277,599.1081030554776,410.32410100682205,0.16796875,5.661067,310.8184,98.35909,298.18195,646.5757
0.06736962,527.821107506639,407.51229844677704,0.14013671875,5.77795,568.2096,529.79346,412.58286,739.7868
0.065985784,471.8002328062525,343.2950594766873,0.15869140625,5.7728167,635.1586,501.1544,1034.1912,993.6535
0.06851033,535.48417697065,301.86277460495484,0.1259765625,5.586438,189.39828,116.41568,2952.4216,2897.1174
0.06358119,610.8546803435786,383.4638347372428,0.12939453125,5.6774,290.2347,109.95823,892.0403,1893.3094
0.062741354,621.6196621682766,388.10148588156494,0.134765625,5.691633,244.45885,75.74975,141.21933,1139.6191
0.0630945,625.1462716322005,371.8282993990465,0.140625,5.795158,518.66534,424.93076,384.51917,3966.8413
0.054793473,551.497824826441,380.49592439515607,0.15234375,5.760562,511.91187,468.802,229.28954,1451.0756
0.05700851,443.69856792251204,339.4713713258452,0.1376953125,5.4603944,70.85781,80.217155,43.69314,101.06965
0.029489478,404.2638340640945,389.70790492895406,0.1728515625,5.2404194,153.93594,201.53854,85.31375,40.884384
0.064712495,579.4998781199877,414.17725123110256,0.21044921875,5.9283514,242.781,261.4476,414.7845,644.7534
0.12696037,669.8061856524138,408.0598032309237,0.2724609375,6.088036,453.4499,381.99063,1699.7385,3023.6582
0.12749134,761.0762181481593,424.53998112586066,0.29638671875,6.1837454,840.66,1262.5819,3256.3174,8307.855
0.12671642,791.2496161965876,416.3787324974309,0.2509765625,6.204253,257.03433,1650.7223,4378.637,10995.583
0.11245374,756.6204805544476,440.56484281650955,0.2138671875,6.2507477,259.65848,286.90814,573.6847,1447.9755
0.03887361,344.0574328155397,387.0003884603776,0.14892578125,4.5094624,258.9821,84.0207,14.841385,11.722796
0.033399653,324.2899780077524,344.3189291651924,0.16259765625,4.952998,629.0958,341.667,139.60435,19.89489
