rms,centroid,bandwidth,zcr,entropy,energy_20_100,energy_100_250,energy_250_500,energy_500_1000
0.11384115,458.50876076081255,315.2810035933767,0.08154296875,5.5697303,1744.4889,3547.5583,8000.6074,2956.2085
0.114603125,427.8009513740992,312.2693430924987,0.109375,5.541494,3341.8572,4782.825,8812.152,3199.9387
0.15198171,361.84630536613093,330.0557498799305,0.13916015625,5.0933332,2068.9622,953.3924,868.9721,325.19437
0.16146381,367.05382392809025,320.06110580917124,0.1337890625,5.239955,6752.547,4509.857,3083.6921,1543.434
0.15649831,430.3642609956083,319.1432197353429,0.13623046875,5.5388823,5242.369,13291.871,11785.446,6779.534
0.15778537,445.3220070616561,321.88208767378353,0.12890625,5.594,2918.6829,6612.5635,7073.374,4081.0066
0.16108571,393.07275245407146,341.2492760131106,0.1416015625,5.059446,1659.4594,605.4972,660.9234,328.74106
0.14267933,385.80084789392487,312.13187594850905,0.14013671875,5.2766423,4838.101,5129.8887,6084.754,1604.6582
0.1423375,434.95314171079303,315.99725618192986,0.14892578125,5.4164267,3381.4333,9559.201,13089.945,4078.0298
0.15410948,420.82227868309815,325.8651034214363,0.14794921875,5.516978,2903.5034,3445.432,4633.898,1631.4421
0.15616976,335.3438992413604,360.5697143188437,0.1416015625,4.490335,3431.139,894.9442,361.84064,168.53883
0.16847119,356.2119048183432,320.1881220328675,0.13232421875,5.151317,9292.917,10260.3125,4422.3926,1677.0109
0.16845797,396.8118027832177,314.4269661555145,0.126953125,5.264476,5368.7114,23467.887,8802.855,4476.242
0.16680671,377.33455729350214,314.2441933074073,0.12109375,5.2737904,3532.8838,7855.67,3150.4153,1597.1194
0.17268035,317.18753286198597,318.49144365451554,0.12744140625,4.7267337,2756.0925,1430.6118,395.2835,222.57988
0.16488685,381.6155893461094,314.8403459179524,0.12744140625,5.379301,6712.108,10972.494,5048.118,3664.3738
0.16443904,421.61326555850275,321.0513762221115,0.134765625,5.4583344,5615.823,16860.938,9704.307,6989.3896
0.15854508,403.5093632506771,327.34836846495597,0.14599609375,5.368436,3548.1719,5288.1,3244.3782,1897.1702
0.1605791,344.3472032918038,330.62344488584915,0.142578125,4.828322,1814.4087,417.61563,616.12134,142.49994
0.15793292,382.5841513017736,300.96038889154903,0.1484375,5.421249,6759.9927,5516.8745,9008.281,2694.2593
0.15791138,422.7293656017963,302.22907817877626,0.13134765625,5.51599,4869.7905,10186.731,16827.408,6682.382
0.15994237,419.5704439836797,311.5686835219521,0.1201171875,5.4847875,2584.165,2839.5142,4984.929,2013.8522
0.15006348,326.9690315456515,331.2408626836363,0.12060546875,4.494358,2030.2781,436.06012,263.17523,118.682526
0.14724822,367.81060667164394,304.2883092059527,0.12353515625,5.2906804,6316.6797,7224.2544,4923.479,1845.7902
0.1479996,414.54611127574015,306.30456705520544,0.1259765625,5.44513,4203.0215,14205.583,8866.462,4938.3003
0.14300491,397.9474397626568,318.8118110101082,0.13037109375,5.469003,3880.5159,4261.5835,2469.9368,2022.2565
0.14106064,340.606132501466,351.51563877481294,0.12939453125,4.5147896,1670.5575,367.72864,181.41943,123.072716
0.16435264,380.04564977599523,317.47136558458044,0.130859375,5.294626,4963.2354,6947.7725,3732.1775,1364.3239
0.16440713,414.28408967275095,311.46405644743606,0.1337890625,5.3738384,4456.3633,23823.262,10865.478,5269.929
0.16279079,418.8628570935504,324.30556744237714,0.140625,5.43661,2938.7502,10187.733,4649.4688,2687.9492
0.17767994,384.18016988926894,352.86737545677306,0.13818359375,5.0359874,1227.959,708.9533,490.49338,172.7553
