rms,centroid,bandwidth,zcr,entropy,energy_20_100,energy_100_250,energy_250_500,energy_500_1000
0.10534293,352.8432750124537,364.2790470616635,0.09228515625,4.664245,308.93622,3429.3494,160.37247,132.76274
0.10918853,361.9565853776665,365.3067309895209,0.17822265625,4.7077875,1805.3053,18715.727,985.674,892.933
0.11172265,503.72662721434483,449.96716644946514,0.20556640625,5.1478214,809.3647,6663.8447,690.3443,1062.2596
0.11241494,662.3424627245233,485.1410747633912,0.17578125,5.7274213,534.3731,614.1469,343.10934,622.02356
0.042903177,495.64846767042957,471.1210351713038,0.1416015625,4.0054674,267.24982,707.249,53.241905,63.445366
0.03608251,343.12843832162173,406.3370209160905,0.0791015625,3.0941195,90.92877,615.21,5.0373974,8.2046
0.03222474,481.9497613108581,472.29551028289154,0.12646484375,4.4199867,305.68146,189.17505,16.492374,49.55605
0.03399043,618.7398779329767,480.86910577901153,0.17822265625,5.3360796,561.57196,74.190414,102.629105,275.5249
0.03288708,611.4847439604105,476.08296187417113,0.1875,5.7170253,303.79285,89.71026,130.10538,193.88109
0.028318021,434.7558509561198,449.87718732484257,0.22509765625,4.7322645,649.925,159.13249,90.5661,53.527428
0.022653174,386.35329611703287,450.53090151881753,0.2412109375,4.3508687,147.72282,29.701473,12.727295,4.8965597
0.019499589,713.8995192907096,518.5836680615479,0.22705078125,5.383689,9.132269,1.0899799,2.12079,8.566567
0.02534215,561.2460702901245,488.6857713794884,0.265625,4.9213557,213.68893,29.960823,21.246702,55.371735
0.03192282,593.0399778894557,465.6483302441037,0.22802734375,5.332816,593.716,93.231804,127.728455,322.38657
0.03401791,540.4846219213262,450.4768964644777,0.16162109375,5.285044,392.82968,59.00258,92.39273,159.31737
0.029907981,257.4139657444414,317.8143424220444,0.14453125,4.130272,865.7588,103.64678,94.81581,7.955865
0.023355307,309.5089495318666,395.0137501198115,0.12255859375,4.0274367,195.96841,23.34113,17.610432,1.994708
0.021184873,458.9509388869253,494.77717186406375,0.13525390625,4.4211264,25.263096,6.3788476,2.1875062,1.3430529
0.017829558,507.3281985916669,480.6825944913618,0.146484375,4.7029233,261.23645,52.74224,22.286028,36.946945
0.029178584,540.64127285874,481.0115269054212,0.1318359375,4.8776526,316.3999,62.561153,31.66077,72.90971
0.029580716,330.3405459898485,410.4598705834556,0.17333984375,4.144303,617.9692,120.735855,31.628176,15.275055
0.024516381,335.31303238179214,454.81845912514757,0.27734375,4.0063753,772.3855,129.76315,31.475176,7.9736004
0.031520233,770.4044836275905,641.4691763676799,0.3056640625,4.7166753,60.23951,6.3739543,2.0410767,2.4629626
0.02333297,643.0982750106189,587.0759833206649,0.3662109375,4.6058555,298.62128,13.2556505,8.98053,19.36023
0.028626041,561.8190611058793,515.389897207883,0.3408203125,4.632199,773.82434,31.362703,40.528294,97.276184
0.030721402,527.8792305698801,493.7517515774903,0.24072265625,4.799348,339.53323,62.612705,30.895672,53.377026
0.02326813,310.1706945032854,392.9580007494496,0.216796875,4.2571707,673.18353,166.54625,43.999832,11.563533
0.021530403,356.44752627473775,438.71924130267763,0.16796875,4.218923,161.7588,32.983913,8.287552,3.9733603
0.026177794,492.9278921433813,516.0597406619294,0.1533203125,4.254588,60.03839,3.262947,1.6822802,4.077824
0.023886647,532.5703630852167,473.8504603657152,0.201171875,4.5373006,659.68445,25.28258,31.069386,124.78673
0.031618696,578.7310327323994,467.1218453727334,0.2255859375,5.0376573,496.4867,25.26978,38.465687,194.28003
0.032288462,464.8832881675684,477.79084296271793,0.318359375,4.5523763,525.7705,92.465256,48.095486,53.136868
0.023238417,550.1229356469679,542.7693494654602,0.392578125,4.506323,496.45377,76.6527,37.283882,77.37872
0.024590114,895.0215097023959,516.0898190439824,0.37060546875,4.8686695,20.2151,2.8336563,1.7504493,81.803764
0.03133927,611.5743931184303,504.37900614380294,0.37451171875,5.008645,145.76268,17.430527,7.195725,61.15798
0.030683717,588.3207254395542,442.43502155746654,0.33251953125,5.44254,722.4585,117.761765,126.828224,470.52444
0.03685258,628.7473169206703,432.2501466591486,0.2451171875,5.759375,376.6937,82.87504,141.01247,482.47324
0.035753954,414.1314005347354,437.395805363149,0.24267578125,4.2320323,741.18445,66.89128,65.3888,36.686092
0.021868203,396.89057589092334,466.7016977057675,0.220703125,3.984194,325.76752,25.999361,23.997318,6.7927837
0.02816152,584.740644632447,524.7071884349461,0.171875,5.345003,13.156555,9.464349,6.422436,4.008684
0.019565271,428.00759996467264,449.92436490148634,0.197265625,4.634649,316.43213,49.29376,24.785936,23.652452
0.03307233,460.34441037725094,458.915536650003,0.15966796875,4.7843184,460.27475,72.55518,40.60189,50.17549
0.033975158,361.1103943032283,422.89741870455276,0.1708984375,4.2700734,721.23773,132.6469,56.113262,19.352112
0.030417318,381.8307397870899,428.9359514484604,0.201171875,4.2002735,1098.8578,176.74771,74.34278,42.023743
0.042349774,595.3216439447165,454.20633056087416,0.212890625,5.5684137,119.57416,36.352737,43.067703,85.57352
0.036806285,635.8910137789326,470.3735131023131,0.28076171875,5.566886,626.8465,86.620255,122.8023,406.13824
0.040249854,666.899466065507,487.16452379721454,0.30517578125,5.571205,992.96625,88.610405,193.93665,633.40436
0.039250545,638.1517717472586,503.16118346244025,0.2861328125,5.486366,338.75284,88.42041,75.21996,156.9421
0.025451496,398.307517948199,471.9240754830551,0.2900390625,4.316648,483.62347,124.75957,30.266323,12.049263
0.026232552,502.2693764060584,509.30026655987325,0.22265625,4.5936856,68.68194,16.51452,4.9162827,5.638805
0.020232925,454.74970933192793,476.08606925947254,0.1904296875,4.1705146,316.12167,16.177761,9.37692,20.014183
0.033759307,474.7391765703304,461.6297125741341,0.19482421875,4.325691,566.4299,22.381142,23.720823,62.74987
0.07235599,386.7281001823626,420.7161567358111,0.15966796875,4.4522686,651.69464,144.35101,43.94656,40.255825
0.07258787,403.4393484653931,393.01961182404045,0.17431640625,4.4942036,5112.555,1189.0682,423.3933,495.28598
0.072693974,406.3008104135156,393.9894603526762,0.1728515625,4.452994,5240.651,1120.5128,418.16513,531.66583
0.098280236,449.40475403786536,433.4636278792916,0.1572265625,4.624336,595.9195,86.39969,64.095184,78.46987
0.09038095,502.9051757562297,369.18390282410877,0.15478515625,5.783311,1228.8508,1595.9923,2508.27,1804.1096
0.09292936,510.6606822163655,369.30980708894737,0.1279296875,5.7782254,1435.1299,4193.62,4830.271,3726.7788
0.09268681,435.86352068771106,376.66789226604396,0.146484375,5.4582767,1582.7484,1119.9813,863.4907,650.8939
0.05919217,336.3492395699326,383.0538915193824,0.17724609375,4.168029,639.6246,62.887665,39.86706,22.847683
0.03646684,608.1415116670374,407.7968891296822,0.1884765625,5.8839417,18.951176,16.559305,27.086714,60.801888
0.029103268,424.98611747697447,416.70822809344895,0.20703125,4.5915027,360.65396,47.268612,32.653267,43.309628
0.03737609,325.26460416766054,385.9807117510549,0.2021484375,4.204731,1308.2778,145.08263,43.230534,39.91336
0.040617447,373.97089730188736,442.776088244396,0.189453125,4.2010913,768.9696,94.39381,48.217995,21.11641
0.034929954,333.5596401828904,412.90897710761357,0.2255859375,4.033421,1486.0973,160.27098,100.75398,23.528519
0.029948395,412.28810082504276,460.0106835851464,0.248046875,4.088827,356.8065,35.5823,24.549412,10.569123
0.033163365,476.9258417546469,492.56011028482493,0.236328125,4.2822323,128.94249,8.539243,4.1619887,7.1187816
0.029148906,317.32825202750627,441.4034290396617,0.29736328125,3.7907956,1366.99,49.90356,6.553569,27.210762
0.040150054,436.4380550051843,511.38519062479315,0.296875,4.044624,890.5641,57.180946,8.537101,81.73821
0.040926408,458.23530588182985,520.7640472547594,0.3955078125,4.3788905,1058.2015,240.66866,42.618786,44.457195
0.030704044,629.3897386980199,608.0665607026597,0.46044921875,4.596466,653.8477,119.762794,21.007725,14.556854
0.0425739,865.4269536525901,581.0972252618947,0.37939453125,5.5205374,79.05783,13.064746,7.8314457,28.428555
0.045407858,469.44777317408006,527.6100935011555,0.3369140625,4.14758,1379.459,45.129,26.845844,40.17618
0.12500422,382.0488793081547,362.03884276659636,0.216796875,4.9410644,1319.0139,544.68805,1436.298,211.59476
0.15663403,394.27009749161016,263.33646568509164,0.1484375,4.501203,709.3463,9939.241,10698.143,1615.36
