rms,centroid,bandwidth,zcr,entropy,energy_20_100,energy_100_250,energy_250_500,energy_500_1000
0.022898745,414.2855822220852,429.82666586812155,0.10302734375,5.2277126,305.03546,450.45276,221.09163,29.679617
0.02764251,412.5509913277892,421.09352733648194,0.13525390625,5.0527687,180.18282,212.40892,103.47575,16.726149
0.035850145,302.83368832054975,327.2235093083477,0.1884765625,4.6849766,282.1555,161.61435,64.95614,8.194695
0.028295578,303.70173154062905,318.2179422024268,0.18115234375,4.832046,213.70213,206.94566,95.27261,7.4208956
0.03275372,280.5590189745393,300.52792580907516,0.171875,4.9889917,379.08456,495.0201,236.07834,7.8420544
0.030129435,360.3465830475543,383.4988095792816,0.1875,4.8016963,220.6337,186.09555,78.39521,9.171381
0.032493025,411.06701368170695,422.22245423945867,0.18212890625,4.7591343,387.1183,222.64368,77.882,26.255844
0.03949098,473.2456405097767,418.85406967049255,0.1943359375,5.3407297,257.21786,351.7831,291.68738,94.82137
0.045720603,596.0564221017357,461.25460508626173,0.2099609375,5.7666616,305.92752,539.84155,646.38367,311.92416
0.046904456,693.1758501997729,463.3896488726415,0.212890625,5.9375324,166.4897,328.6055,851.4538,503.4616
0.042369682,626.2881562012215,460.9539271111208,0.19970703125,5.7341294,220.78662,347.30322,574.87,275.84186
0.035740715,478.14539702134937,431.1484901989187,0.208984375,5.2464924,158.04716,311.48233,249.43773,42.667583
0.025661813,383.1407283299708,377.60936598834166,0.2021484375,5.0744247,116.35143,156.52927,94.89144,11.93535
0.022026215,382.4240008040518,352.82279227618767,0.21484375,5.044849,142.31444,119.232155,101.9357,15.389564
0.02584488,355.18429477128376,345.07222591413966,0.22607421875,5.0077143,145.65761,166.02911,90.3989,12.389785
0.029205801,284.3605343009279,293.4995194903767,0.21044921875,5.047737,267.40674,451.74072,206.45485,9.727346
0.026782466,324.2822540550081,325.6172541050891,0.19873046875,4.951463,164.20549,198.6102,84.11375,9.523757
0.03527309,309.8801223344929,326.1290998970863,0.177734375,4.6403646,282.03253,178.40518,55.295303,10.544461
0.02841036,297.3476258697649,308.2444741037451,0.18408203125,4.8649383,221.24559,247.55421,102.672035,8.785875
0.030253096,259.74565407528405,270.3242056483028,0.16748046875,4.944926,364.43146,505.50565,226.98776,8.070956
0.029476697,302.25284350258397,316.3560822319278,0.17578125,4.761871,201.856,189.15121,76.65047,7.784494
0.029709253,285.49016490275125,306.6632947094107,0.171875,4.6740294,320.46924,222.11089,78.40357,7.517912
0.029714078,272.59520645581193,284.77429557095644,0.16796875,4.924009,281.58514,333.99,161.31349,7.4250455
0.030001935,264.3236657903616,276.2978030671525,0.16162109375,4.9667807,348.84802,418.5264,217.62537,8.117006
0.032888032,306.1379163098601,326.9690549959023,0.16357421875,4.721173,273.82468,166.75992,72.66319,8.79036
0.033773348,396.28321225759237,368.7594950684059,0.16455078125,5.102882,315.57495,238.51167,266.38135,36.62917
0.036424477,445.40931750382566,389.4020870829286,0.1689453125,5.284706,300.7192,432.3366,541.0894,93.06638
0.038406342,506.19931987575217,422.561170975692,0.17431640625,5.4093623,210.141,366.94824,426.8467,121.01813
0.03979801,529.164337114973,440.19047835504426,0.18212890625,5.542675,185.13353,455.8152,354.1364,129.5113
0.031792883,425.4802246733078,402.83448369605134,0.18115234375,5.1175323,189.02332,357.0912,194.86229,31.68567
0.031186702,275.0316524675527,300.4386480611511,0.173828125,4.90579,287.47943,309.14484,119.47147,6.6794834
0.024154613,339.2283378174628,341.6105110568897,0.18408203125,4.693105,144.17633,120.038795,53.534283,9.277335
0.027830327,327.41174170027466,332.41798118102105,0.173828125,4.602388,233.26364,166.6568,66.93952,12.460486
0.027301261,286.5039678922386,290.93908912408733,0.18359375,4.961809,231.37857,311.1494,140.62541,8.976907
0.02924977,270.0004683596991,273.24224798248963,0.16357421875,5.019391,293.92044,430.947,200.18813,8.273044
0.02805483,293.3501915967849,328.3374520468937,0.1650390625,4.542973,283.08884,143.13551,32.29636,8.956659
0.029591471,291.85204753449324,327.25914832862696,0.16552734375,4.4737763,318.10583,144.60141,31.45191,9.118528
0.029635778,264.3662667301637,274.26103487367857,0.16455078125,4.969457,344.66272,505.02997,216.76007,7.2779484
0.030649321,266.51304536349716,275.5719601322177,0.166015625,4.897474,280.58438,378.53867,160.22069,6.128105
0.03112562,267.43837664253965,302.57218725214364,0.166015625,4.562603,373.32785,228.3982,52.06553,7.244842
0.030768814,268.4517860105946,295.42577905424895,0.15673828125,4.6985664,286.55777,218.14987,83.38355,6.040431
0.036257483,256.26285440670205,260.9717104746863,0.1474609375,4.962675,417.94333,544.5538,297.51312,7.329921
0.035190098,328.47836023987355,299.3467480187387,0.15478515625,5.0472813,227.90768,327.67743,311.18195,19.42157
0.04112808,334.3996986085704,293.3041443280343,0.1455078125,5.0873756,319.49243,313.64142,407.28708,29.03746
0.03531232,350.5852602674049,317.3366378708529,0.15087890625,4.9624424,229.17897,394.69156,365.50925,28.420137
