rms,centroid,bandwidth,zcr,entropy,energy_20_100,energy_100_250,energy_250_500,energy_500_1000
0.08987217,439.1229646054313,408.4359254689624,0.06884765625,5.1038723,428.24588,9503.327,3470.4019,658.82245
0.090127185,429.8078662183471,404.3320236443671,0.1015625,5.0704274,386.30334,6770.4404,2280.006,436.12164
0.090315156,419.9194311598853,421.54395971331036,0.1279296875,5.2080116,91.852394,131.55142,49.8834,13.741013
0.026727015,416.3034539570056,436.5842254843802,0.119140625,4.6535635,86.75033,35.905495,13.250848,5.5922484
0.039970476,374.35786431649024,321.80717616627106,0.10986328125,5.198238,306.25754,521.9611,296.52872,74.52093
0.045837015,415.1909089892399,328.82308390720186,0.091796875,5.4808483,550.73987,1157.572,763.5898,350.13657
0.081416935,342.7454345574177,299.481163793369,0.08349609375,5.091692,477.7086,1875.7733,523.45435,124.35429
0.07804518,285.82904813288724,246.66857696843033,0.0849609375,4.8622546,1280.5199,7359.4146,1574.9175,106.17201
0.07178515,328.69538475356273,296.18114333751856,0.08935546875,4.903284,469.1768,2359.508,519.4937,89.82052
0.06843424,431.10086442214435,415.1892795459968,0.10400390625,5.28414,53.682907,49.602303,21.355534,11.938541
0.02067973,370.8101911100772,413.7851501629617,0.107421875,4.891588,76.43334,50.568493,24.306053,2.9915535
0.022015393,299.91011737136967,317.2048889039027,0.103515625,5.017972,247.8438,252.2644,186.3043,4.094501
0.07135047,308.9986467175869,333.2611427586155,0.09716796875,4.8758945,161.66324,294.60223,146.4901,3.1799407
0.070978165,245.3182415382427,233.68689700243448,0.10986328125,4.740856,1012.4506,4171.748,884.61127,21.744675
0.069216534,242.8540234937735,222.53756996160152,0.1025390625,4.7522044,1338.1055,5479.003,1209.4293,28.605902
0.06883586,297.0467797120249,334.41109510208025,0.10888671875,4.8708787,147.8172,341.10455,86.44155,3.6522613
0.011546599,364.2586055644448,451.2472712551773,0.1181640625,4.282986,91.4099,29.40368,6.6401234,1.512541
0.019319482,418.13790064624715,467.4488891923424,0.10400390625,4.500611,51.569237,16.177742,5.9445677,1.9374685
0.01988586,293.7219481437934,360.1544517433072,0.115234375,4.6879,259.3133,111.502655,49.367477,2.851453
0.044073902,281.6808021853654,325.8149106896399,0.107421875,4.8470254,269.4827,179.03558,85.47373,3.6743505
0.06757783,291.9327084115457,255.92818777811667,0.10546875,4.9218583,349.72763,1538.7808,391.64316,34.137188
0.06584721,283.91074967462714,229.9917867543083,0.10205078125,4.83214,1049.7761,6232.3545,1378.951,127.46527
0.06539661,294.42879148279235,262.7704761755179,0.1103515625,4.7892265,292.8382,1673.9402,334.40018,33.060474
0.052051567,404.6986796114096,452.77837204839017,0.13134765625,4.3726153,60.15282,16.82555,7.4000793,2.2201188
0.017446613,463.5964734062377,477.41707512366287,0.11865234375,4.636181,34.4751,8.84884,5.2667603,2.281167
