rms,centroid,bandwidth,zcr,entropy,energy_20_100,energy_100_250,energy_250_500,energy_500_1000
0.080547675,621.569028247043,453.95284062018703,0.13134765625,5.9120564,262.72583,160.82736,214.88087,251.90791
0.08111243,726.1754866002855,448.5515899653982,0.173828125,6.167836,625.0268,1369.858,2033.143,3431.802
0.08166429,735.8750428432561,446.80270865150084,0.216796875,6.1967936,392.5275,1579.9874,1752.1395,3785.0068
0.08043708,664.7395789426671,466.5987622016675,0.2197265625,6.0383077,126.21333,182.5304,95.5002,254.84802
0.042005397,603.9302876678719,477.6175486537654,0.193359375,5.3236637,349.20013,83.9343,48.64734,118.70983
0.044737414,772.2222175792117,438.6481276535648,0.19140625,6.299796,218.9788,214.62291,339.5828,1154.7816
0.055216163,729.0275461556668,444.3519204745757,0.18896484375,6.2382565,149.95036,250.64653,476.85422,701.18884
0.061178174,463.69047796427185,375.0919037735389,0.19287109375,5.3641305,375.88287,476.08084,1194.5085,228.06763
0.050192337,496.82255821653865,390.32157230868455,0.1767578125,5.445107,476.57544,727.22815,1450.4003,372.02728
0.04867273,483.90902062272943,394.4460743928199,0.17626953125,5.4697666,294.21817,467.63028,692.2384,187.071
0.037110962,460.84315740093905,430.9613324067136,0.177734375,5.04873,247.62778,81.27866,77.92115,42.183296
0.025356332,404.3171544949802,457.4186225716379,0.17724609375,4.036807,536.77637,31.759102,16.814905,20.502934
0.022133067,405.52901486245753,419.8736521828012,0.17822265625,4.818544,236.77689,82.72663,53.5439,18.264599
0.02269141,440.2420547482366,421.8176923557345,0.1630859375,5.006393,102.64342,69.58403,41.285168,20.284447
0.021712575,436.8226348651394,448.31116012356716,0.1708984375,4.393149,260.02203,50.336956,18.918058,24.996922
0.02111288,410.4199519332949,429.6112942298294,0.16162109375,4.6150236,272.97968,80.44062,36.514717,22.239754
0.024405887,408.839525311147,406.4946943866573,0.15478515625,5.1313934,148.61267,119.24825,60.871586,27.093283
0.02351469,435.9426615434137,432.7862550024044,0.171875,4.694231,190.4135,77.250244,25.023016,28.8017
0.024206672,399.86574184970624,427.24995465255114,0.1533203125,4.288689,488.85526,71.44058,31.749773,32.959747
0.022581503,432.8723156210901,418.0564325858922,0.16796875,4.8307357,262.15732,76.9614,53.79171,39.08521
