source,target,lag,p_value,f_stat
rms,energy_250_500,2,1.1860151039071451e-05,12.320325766848304
rms,energy_500_1000,2,1.7239567847940692e-05,11.881182014646097
centroid,bandwidth,1,0.0008431993412830708,11.63481138684512
bandwidth,centroid,2,0.014019830315731431,4.401010428653228
bandwidth,zcr,2,6.219559780979557e-06,13.083776262183477
zcr,centroid,2,3.125355640589116e-08,19.6193197688436
zcr,bandwidth,2,8.328311354303189e-05,10.057628116589225
zcr,entropy,2,0.04243970610058273,3.232595700921784
entropy,bandwidth,1,0.028457555549890396,4.899650167116442
entropy,energy_500_1000,2,0.021666711390112222,3.939587541580674
energy_20_100,centroid,2,0.0010994862187826526,7.158022770076582
energy_20_100,zcr,1,0.019615441962069855,5.571468787459297
energy_20_100,entropy,2,0.04265793591159687,3.2272284023410287
energy_100_250,centroid,1,0.03194476421770554,4.693545510412028
energy_100_250,bandwidth,1,0.0004951755470549618,12.713529842575467
energy_100_250,zcr,1,0.04572909860548985,4.062622362143555
energy_100_250,entropy,1,0.016799779389467855,5.854747910871407
energy_100_250,energy_20_100,1,0.00017796300380364816,14.823444714134432
energy_250_500,energy_100_250,1,0.01464399105251752,6.107438337041639
energy_500_1000,rms,2,0.004257594324682175,5.679173829278799
energy_500_1000,energy_250_500,2,0.009808498668510727,4.781832628880771
