source,target,lag,p_value,f_stat
rms,entropy,1,0.04169747399754608,4.2596769433441395
rms,energy_20_100,2,5.552400476114484e-09,23.42829959046095
rms,energy_100_250,2,2.832250868798935e-19,69.60934429567726
rms,energy_250_500,2,2.095636421663516e-19,70.35907228176097
rms,energy_500_1000,2,2.6348601988772435e-08,21.133129114998983
centroid,bandwidth,1,0.0022141191807666816,9.882629123052396
centroid,zcr,2,0.0006303157095233443,7.978434062758783
centroid,entropy,2,0.005910537985484764,5.421573071191112
bandwidth,zcr,2,0.007653152905974499,5.134178008909683
zcr,centroid,2,1.2226683338564395e-05,12.789263748039637
zcr,bandwidth,2,2.434629987951656e-05,11.919473672602548
zcr,entropy,2,1.2716728970744154e-05,12.739293634411158
zcr,energy_500_1000,2,0.03366192838249092,3.51674113572902
entropy,centroid,1,0.0016952050084514335,10.427114980349435
entropy,bandwidth,2,3.069890311864399e-07,17.665064041284
entropy,zcr,1,0.0016751853889249999,10.451446772260619
energy_20_100,rms,1,0.0016168621963227481,10.52408151151946
energy_20_100,entropy,1,0.04521975400735974,4.116011064446605
energy_20_100,energy_100_250,2,4.001660638408071e-05,11.299820043091353
energy_20_100,energy_250_500,2,7.202329526423201e-05,10.575369066851383
energy_20_100,energy_500_1000,1,0.0011165303055450059,11.287904629279174
energy_100_250,centroid,1,0.014444603090296548,6.204065358638465
energy_100_250,bandwidth,1,0.011327800956399332,6.665123471454037
energy_100_250,zcr,1,0.03539055121465394,4.552625890495598
energy_100_250,energy_250_500,1,0.016932417259340884,5.905481154175921
energy_100_250,energy_500_1000,1,0.0006522561373857709,12.412347886314041
energy_250_500,centroid,1,1.6096376511972095e-05,20.621278618732283
energy_250_500,bandwidth,1,0.0010082082481118393,11.499978364470866
energy_250_500,zcr,1,1.757912126629886e-05,20.41678031759633
energy_250_500,entropy,1,0.0017635811621553254,10.34619222154165
energy_250_500,energy_500_1000,1,2.3460660260318763e-08,36.99724470389146
energy_500_1000,bandwidth,1,0.04606911131958911,4.083158746832093
energy_500_1000,zcr,1,0.0020520512247117952,10.037128602510426
energy_500_1000,entropy,2,0.014877477825820403,4.402023165247852
