source,target,lag,p_value,f_stat
rms,centroid,2,1.695890117228305e-07,16.666630210153617
rms,bandwidth,2,5.3659748959703395e-05,10.254149672259556
rms,zcr,2,1.2485660911013085e-05,11.8487704906626
rms,entropy,2,0.000804015142434988,7.345452255674231
rms,energy_20_100,2,2.3208040103938187e-07,16.30909109701158
rms,energy_100_250,2,9.009106296491497e-21,56.484794391649274
rms,energy_250_500,2,1.0422468220113886e-13,34.019467097383796
rms,energy_500_1000,2,4.640576578956219e-22,60.92613075480856
centroid,bandwidth,1,8.533604127242098e-05,15.979934664314358
centroid,zcr,2,0.00015132159946302877,9.13224855054084
centroid,entropy,2,0.0038457715390207816,5.693890370697904
centroid,energy_100_250,2,5.524574013863295e-05,10.222494293435727
centroid,energy_250_500,2,0.0019350443051717402,6.415976375751842
centroid,energy_500_1000,2,9.468627053956786e-06,12.153498453319783
bandwidth,rms,2,0.0002672572734202398,8.52089793489139
bandwidth,centroid,1,0.0001738984900501025,14.549003405745937
bandwidth,entropy,2,0.0017917006202903558,6.497152625919229
bandwidth,energy_100_250,1,0.04693796119567344,3.988786348194617
zcr,centroid,2,1.0617631797153563e-16,43.15903352554136
zcr,bandwidth,2,3.0391368833221104e-05,10.873547871977129
zcr,entropy,2,3.832957840329871e-14,35.313667002886966
zcr,energy_100_250,2,0.0007228123984053099,7.458599298110212
zcr,energy_250_500,2,0.0007208023433250715,7.461560107695614
zcr,energy_500_1000,2,2.2400089147625874e-09,21.696323167126156
entropy,centroid,1,0.0005770076876776623,12.173317722480663
entropy,bandwidth,1,5.943448008426415e-06,21.4582231321859
entropy,energy_100_250,2,3.11999471222685e-05,10.84487369257351
entropy,energy_250_500,2,0.02079522508778351,3.937293945878836
entropy,energy_500_1000,2,0.0081600128475774,4.907827590911729
energy_20_100,rms,2,4.7096382727155806e-05,10.396032586709937
energy_20_100,centroid,2,0.017435437800803134,4.119528459776272
energy_20_100,bandwidth,2,0.011619831399077836,4.540209629826556
energy_20_100,entropy,2,0.023269112351356168,3.821195263217023
energy_100_250,rms,2,1.591020903900591e-06,14.135754004409737
energy_100_250,centroid,2,0.00032836277129132677,8.300314437740496
energy_100_250,bandwidth,2,4.008071365475837e-06,13.105177402007838
energy_100_250,entropy,2,0.015183014540510957,4.26276903849954
energy_250_500,rms,2,5.776706181724609e-06,12.699686935169769
energy_250_500,centroid,1,0.0006931997200745886,11.814108675617456
energy_250_500,bandwidth,2,0.018320607380371712,4.0682886245714736
energy_250_500,zcr,1,0.00032780030221501224,13.287590043246396
energy_250_500,entropy,2,0.00022616630136499213,8.700020792650804
energy_250_500,energy_100_250,2,8.057907789709014e-07,14.899758347090804
energy_250_500,energy_500_1000,1,1.745816186915799e-06,24.0370845907685
energy_500_1000,rms,2,9.06033338666072e-08,17.38396405600674
energy_500_1000,centroid,1,7.857090589031918e-06,20.875735054451667
energy_500_1000,bandwidth,2,0.0004907819924862292,7.870896115531294
energy_500_1000,zcr,2,2.4008690655819625e-05,11.131271394130312
energy_500_1000,entropy,2,0.000114627465613485,9.431814147272323
energy_500_1000,energy_100_250,2,0.00010418750431504864,9.53498412153777
