source,target,lag,p_value,f_stat
rms,bandwidth,2,5.9333432922906694e-05,10.156024021153723
rms,entropy,2,0.0028673910825844037,6.005928841418345
rms,energy_20_100,2,1.4578749236783621e-19,52.683981433495795
rms,energy_100_250,1,0.00011181267276564704,15.448435400461381
rms,energy_250_500,2,8.054255552980325e-24,67.6059863029177
rms,energy_500_1000,2,1.4097716539659557e-39,135.3406233393703
centroid,zcr,2,4.631433253153414e-05,10.425913158450914
centroid,entropy,2,0.0007240144618946522,7.462856712933282
centroid,energy_20_100,2,0.00015136821912261912,9.14091151561156
centroid,energy_250_500,2,0.014620877475375296,4.303886880611632
centroid,energy_500_1000,2,0.0001366042609156858,9.251745679509224
bandwidth,rms,2,0.03532334882974992,3.3922813682778665
bandwidth,centroid,2,0.007040296792066958,5.064451347509009
bandwidth,zcr,2,1.652003279667926e-08,19.390110411452696
bandwidth,entropy,2,0.0009079183262407274,7.222062299840326
bandwidth,energy_20_100,2,0.0452757760725091,3.1370067604227114
zcr,centroid,2,1.3650257110128015e-19,52.77996288591144
zcr,bandwidth,2,9.414284996009105e-21,56.72709369441348
zcr,entropy,1,0.008464080342389347,7.052021403815832
entropy,energy_20_100,1,0.025783423330461037,5.034768801402115
entropy,energy_250_500,2,0.021141399412061484,3.9219152274127578
entropy,energy_500_1000,2,2.484377432246703e-05,11.107067485942107
energy_20_100,rms,2,3.471869974958115e-13,32.58450631082458
energy_20_100,energy_100_250,1,2.9223231122266853e-28,159.95974638164617
energy_20_100,energy_250_500,2,0.0003412908233626937,8.26636318314238
energy_20_100,energy_500_1000,2,2.0185720186969916e-05,11.334958648605916
energy_100_250,rms,2,4.102425745038739e-11,26.585645560917115
energy_100_250,energy_20_100,2,8.419151154370481e-10,22.914062235625366
energy_100_250,energy_250_500,2,8.597408583013315e-14,34.3867350031214
energy_100_250,energy_500_1000,2,6.147923814368457e-07,15.22935724452986
energy_250_500,rms,2,1.469319362064452e-13,33.6921818796031
energy_250_500,energy_20_100,2,1.9207955175048676e-10,24.697717003860298
energy_250_500,energy_100_250,2,7.019252769658998e-31,95.33134867372105
energy_250_500,energy_500_1000,2,1.422760432883422e-06,14.282628311031074
energy_500_1000,rms,2,1.2341532206096014e-07,17.060486189554958
energy_500_1000,centroid,2,0.0049180343787000366,5.439576042570447
energy_500_1000,entropy,2,0.014047400585135301,4.345404702043164
energy_500_1000,energy_20_100,1,0.0036038759853425245,8.648124512152123
