source,target,lag,p_value,f_stat
rms,centroid,2,0.000770467742281667,7.351881935741406
rms,energy_20_100,2,4.099913635841621e-07,15.492873522542165
rms,energy_100_250,2,3.6182974238746155e-17,43.363359069233
rms,energy_250_500,2,2.4174727684848846e-43,141.212841577274
rms,energy_500_1000,2,1.8730333217707843e-10,24.25455390655992
centroid,bandwidth,1,0.01928987888918569,5.537097697398994
centroid,zcr,2,0.009687083035727555,4.713230505155481
centroid,energy_20_100,2,0.002864429016362892,5.977351208651497
centroid,energy_500_1000,2,1.3977445237762219e-05,11.628175579746607
bandwidth,centroid,2,0.026153766254526725,3.6907476690721985
bandwidth,entropy,2,0.027798326953712427,3.6281989724600834
bandwidth,energy_20_100,2,0.001619059915637037,6.572997509217191
bandwidth,energy_500_1000,2,0.0016730270232925175,6.538700132341224
zcr,centroid,2,6.849826558690162e-11,25.43585462223388
zcr,bandwidth,2,8.365819258468556e-05,9.704972141776452
zcr,entropy,2,3.956697587710038e-12,28.8300655838477
zcr,energy_500_1000,2,8.121308279194718e-05,9.73665865003239
entropy,zcr,2,0.03201125250655492,3.483566101703851
entropy,energy_20_100,1,0.0469566983327363,3.9810540856540233
energy_20_100,rms,2,0.017693760472603112,4.092200242592906
energy_20_100,bandwidth,2,0.031134789350330355,3.512009195124321
energy_100_250,rms,2,3.06919734189481e-05,10.779779031156547
energy_100_250,entropy,2,5.950213198445634e-05,10.0693400505725
energy_250_500,rms,2,1.739715025688367e-07,16.446183951486663
energy_250_500,energy_100_250,2,0.0001786786843515474,8.89659517465477
energy_500_1000,rms,2,0.0010662903393577898,7.01056357848932
energy_500_1000,bandwidth,2,0.02037914996607148,3.946914282973883
energy_500_1000,energy_20_100,2,0.001442723974372563,6.693677985236493
