source,target,lag,p_value,f_stat
rms,centroid,2,0.000432395430351114,8.1782125516856
rms,zcr,2,0.04623911477324962,3.1404914147389116
rms,entropy,2,0.003799845600595086,5.7941353635522495
rms,energy_100_250,2,3.091851586274933e-16,46.235019258635624
rms,energy_250_500,2,4.0644351532429067e-35,144.26451790794619
rms,energy_500_1000,2,7.564810672807445e-13,34.09197232566776
centroid,bandwidth,1,7.519167735297767e-09,37.63357682103926
centroid,entropy,2,9.80282534485385e-06,12.507851832915337
centroid,energy_20_100,2,8.04645825682749e-17,48.466353253387034
centroid,energy_100_250,1,3.2229420263561134e-10,45.533705426797454
centroid,energy_250_500,1,1.0250906409915584e-07,31.354380272325486
centroid,energy_500_1000,1,4.8216462582844575e-05,17.543039457609755
bandwidth,rms,1,0.006058427659515509,7.7560875940903085
bandwidth,centroid,2,0.0018437633297740887,6.579419012151433
bandwidth,zcr,1,0.012469112587242202,6.399491191087636
bandwidth,energy_20_100,2,5.609749755638797e-06,13.165526748237044
bandwidth,energy_100_250,2,0.00013199690208630933,9.510499705598912
bandwidth,energy_250_500,2,1.3655067888099997e-05,12.119727942873823
bandwidth,energy_500_1000,2,1.956685985910908e-06,14.420529938877591
zcr,centroid,2,0.00026801437155629914,8.712613838616825
zcr,bandwidth,2,0.03326979601284965,3.484812017393146
zcr,entropy,2,0.0008519225854015229,7.426573618351178
zcr,energy_100_250,2,0.003956309214837742,5.750549216764854
zcr,energy_250_500,2,2.2385886368296915e-05,11.544177321075766
zcr,energy_500_1000,2,3.94273928610327e-08,19.236503759220362
entropy,centroid,2,0.003666339019018613,5.832790078787751
entropy,bandwidth,2,3.0091526849520825e-08,19.579559213175155
entropy,energy_20_100,2,4.2873701145283195e-19,57.551055321140126
entropy,energy_100_250,1,0.00027934411398129624,13.864085285447045
entropy,energy_250_500,1,0.0011815131140413204,10.94280497738146
entropy,energy_500_1000,2,0.0023071769670802256,6.335094687780773
energy_20_100,centroid,2,1.3791861287664773e-05,12.108082921946188
energy_20_100,bandwidth,2,0.017852758068226126,4.140262016706665
energy_20_100,entropy,1,0.006430249767212467,7.642844333083478
energy_20_100,energy_100_250,2,2.5429483467981223e-11,29.037033395105034
energy_20_100,energy_250_500,2,3.947441383864566e-15,42.12575599196921
energy_20_100,energy_500_1000,2,2.869284381906898e-13,35.53010884237884
energy_100_250,centroid,2,7.16952667758403e-11,27.59291911144764
energy_100_250,bandwidth,2,1.0704096394517893e-07,17.979650476565915
energy_100_250,entropy,2,8.43483605063021e-09,21.211676834279444
energy_100_250,energy_20_100,1,6.820805454204905e-14,68.60646938515451
energy_100_250,energy_250_500,2,2.3041597552609216e-09,22.906858780384127
energy_100_250,energy_500_1000,2,1.1522237246180444e-05,12.318381751019777
energy_250_500,centroid,2,4.5051193363965296e-08,19.067696892718843
energy_250_500,bandwidth,2,1.2175934668524317e-06,14.991796095276488
energy_250_500,entropy,1,9.460249584352003e-07,26.20660231927173
energy_250_500,energy_20_100,1,1.3707353652815746e-11,53.822491382221756
energy_250_500,energy_100_250,2,0.027261088480244552,3.693931564724525
energy_250_500,energy_500_1000,1,1.3736154568151014e-05,20.24743532238807
energy_500_1000,centroid,2,1.0359436360692595e-16,48.04434792561648
energy_500_1000,bandwidth,1,2.5462153525634413e-05,18.910665594223197
energy_500_1000,entropy,2,2.047582505452152e-11,29.341534689119317
energy_500_1000,energy_20_100,1,1.8113046388460196e-15,79.37369484247556
energy_500_1000,energy_100_250,1,1.6170001457887086e-07,30.28407269885925
energy_500_1000,energy_250_500,1,2.9738901380671075e-12,57.96964634824133
