source,target,lag,p_value,f_stat
rms,bandwidth,2,0.0003511750966714984,8.357883628115513
rms,energy_20_100,2,4.175860310037568e-20,59.519005902203745
rms,energy_100_250,2,6.588820492132383e-17,47.307731115775645
rms,energy_250_500,2,4.7462713763113884e-15,40.70829329245423
rms,energy_500_1000,2,4.341561472971414e-12,30.882199277933676
centroid,zcr,2,0.00025415661687143963,8.715293618007951
centroid,entropy,2,0.0007231268941163205,7.564596502135354
centroid,energy_20_100,1,0.03345348652264504,4.59904092971734
centroid,energy_100_250,1,0.009241236453084894,6.937995093916526
centroid,energy_250_500,2,0.028482341133751848,3.637793228486593
bandwidth,rms,2,0.0037753046941323932,5.775912977168248
bandwidth,energy_20_100,2,0.0001337412984051598,9.429244221015722
bandwidth,energy_100_250,2,3.89992605199005e-05,10.815588389638618
bandwidth,energy_250_500,2,0.001240079443372247,6.976839916257631
zcr,rms,1,0.010690702405123957,6.666896971067336
zcr,centroid,2,8.527374799314426e-09,20.883670454352565
zcr,bandwidth,2,0.007996173808343894,4.9756289915283585
zcr,entropy,2,0.0009351689366571475,7.283885277478549
zcr,energy_20_100,2,4.988346629772895e-05,10.536998014173468
zcr,energy_100_250,2,6.934930248326823e-06,12.794172715488582
zcr,energy_250_500,2,0.00013899875384235878,9.386208310388291
entropy,centroid,2,0.020843395270113797,3.9646934102586595
entropy,zcr,1,0.0024747536749502473,9.44739773831964
entropy,energy_20_100,2,1.1887428904961055e-05,12.172211192792668
entropy,energy_100_250,2,2.519605000543081e-07,16.712483182283663
entropy,energy_250_500,2,0.04319369869753332,3.2037979892446007
energy_20_100,rms,2,0.0006705142543799107,7.647229446753134
energy_20_100,bandwidth,2,0.005802660311181903,5.3166467183219455
energy_20_100,entropy,2,0.0032438288783948345,5.938611281293289
energy_20_100,energy_100_250,2,2.45643939700441e-12,31.671629103518672
energy_20_100,energy_250_500,2,1.7925117887689246e-08,19.95347906710113
energy_100_250,rms,2,0.0024134410334709323,6.256571805356195
energy_100_250,bandwidth,2,0.012693098420420079,4.486544775187634
energy_100_250,entropy,2,0.03941655346797458,3.29897995011725
energy_100_250,energy_20_100,2,1.8830184665778488e-21,64.99938007151283
energy_100_250,energy_250_500,2,3.482670328970196e-05,10.943945828664608
energy_100_250,energy_500_1000,2,0.00798213327660864,4.9774944172194875
energy_250_500,rms,2,6.118133172421131e-06,12.939392691600014
energy_250_500,centroid,1,0.0021114016202302016,9.756163914070356
energy_250_500,bandwidth,2,0.023041177260959188,3.8596059307950688
energy_250_500,zcr,2,0.00230006064450599,6.308421975525633
energy_250_500,energy_20_100,2,1.5007402313125582e-15,42.45071017539836
energy_250_500,energy_100_250,2,5.491079808635107e-14,37.08451435572052
energy_500_1000,rms,2,4.1624604080884274e-07,16.108774684093998
energy_500_1000,energy_20_100,2,0.02077430600899212,3.968176183754324
