source,target,lag,p_value,f_stat
rms,bandwidth,2,0.006821270635576096,5.244964485684682
rms,zcr,2,0.021519337271721093,3.9900123097041518
rms,entropy,2,0.0008015591046355865,7.662211311475062
rms,energy_20_100,2,1.7681056349962313e-11,32.0389021864619
rms,energy_100_250,1,1.681619138219686e-11,57.243773740979236
rms,energy_250_500,1,6.9936745487561066e-09,39.86036025165114
rms,energy_500_1000,2,1.9798341280622755e-19,68.31435165794298
centroid,bandwidth,2,0.03453840056493877,3.481546849870307
centroid,entropy,2,0.02056622380444458,4.0389514037333845
bandwidth,centroid,2,0.038445361770567635,3.3670412220810513
bandwidth,energy_20_100,1,0.01896901034544602,5.682235055487752
zcr,centroid,2,1.348273701173646e-06,15.520083626947494
zcr,bandwidth,2,0.04630037175717166,3.1689782783000298
entropy,centroid,2,0.015189829279633424,4.367447839619118
entropy,bandwidth,1,0.04587721796648802,4.084330768914777
entropy,energy_20_100,1,0.004449081355122305,8.45935933297399
energy_20_100,rms,2,6.748604806605014e-06,13.443294112156796
energy_100_250,rms,2,1.1405643144828205e-07,18.837899314145833
energy_100_250,zcr,2,0.003913279449391575,5.862348144809368
energy_100_250,energy_20_100,1,0.004856144916689584,8.287106958179171
energy_100_250,energy_250_500,2,0.0008012696059340809,7.662627904855844
energy_100_250,energy_500_1000,2,2.0529785625326784e-09,24.597163839357744
energy_250_500,rms,2,3.269824636770344e-06,14.369408018318033
energy_250_500,zcr,2,0.0017234842620201544,6.786075810741024
energy_250_500,energy_20_100,1,0.001179379102505578,11.134866314157817
energy_250_500,energy_100_250,2,2.777141607680642e-07,17.623562123800248
energy_250_500,energy_500_1000,2,7.176935493868167e-11,29.77213645695409
energy_500_1000,rms,2,0.020210648330180773,4.057804016472826
