source,target,lag,p_value,f_stat
rms,bandwidth,2,0.0491480740886469,3.06539057317226
rms,zcr,2,0.00016014801433987018,9.190754579105661
rms,energy_20_100,2,5.1744759085524235e-06,13.059014565429356
rms,energy_100_250,2,0.002474790607390671,6.212211083601905
rms,energy_250_500,2,9.282868112841267e-10,23.477399113049287
rms,energy_500_1000,2,1.9662141386984785e-10,25.4634601272306
centroid,rms,2,3.4959524969217905e-07,16.20408777730036
centroid,bandwidth,2,0.00024351736801382688,8.728752060087105
centroid,zcr,2,0.00018431676143027562,9.035558186409794
centroid,energy_20_100,2,0.023323958377494722,3.840154422923965
centroid,energy_100_250,2,2.482523596046362e-05,11.2729086296138
centroid,energy_250_500,1,0.008726950691075123,7.032522560005604
centroid,energy_500_1000,2,1.3640113104857084e-05,11.951224173388994
bandwidth,zcr,2,5.937647072406552e-08,18.326715483729092
bandwidth,energy_250_500,1,0.00842196372645757,7.0988371932457035
bandwidth,energy_500_1000,2,0.002002242203830011,6.439417564557168
zcr,rms,2,0.007476341231932454,5.035579455711726
zcr,centroid,2,6.875556412049845e-17,46.38272237763933
zcr,bandwidth,2,1.8390906234670678e-05,11.612144791447498
zcr,entropy,2,9.164159911612184e-07,15.068193937448216
zcr,energy_20_100,1,0.0009655657627449074,11.265044978576478
zcr,energy_100_250,2,0.01811516718720777,4.10435908366722
zcr,energy_250_500,2,4.853250957199129e-06,13.132695886457997
zcr,energy_500_1000,2,5.029104552565859e-07,15.774004387906995
entropy,rms,2,0.04852899732225218,3.0785117671663054
entropy,bandwidth,2,0.03142362718611749,3.5295229103397867
entropy,energy_20_100,2,2.4097427376558334e-06,13.94113561040723
entropy,energy_100_250,2,3.7012016679695366e-07,16.13649276922645
energy_20_100,rms,2,0.04167713855181639,3.2362128095834257
energy_20_100,centroid,2,0.0032775775412389034,5.91179838756992
energy_20_100,zcr,2,0.004759937248370733,5.514306692301524
energy_20_100,entropy,2,0.00019718275583945546,8.961143970452085
energy_20_100,energy_100_250,2,7.967869610474723e-11,26.63564168220063
energy_100_250,rms,2,1.5290250671875716e-08,19.98033934752799
energy_100_250,centroid,2,0.0034557568663909394,5.85530197934633
energy_100_250,bandwidth,2,0.0006310874094059058,7.687179536074844
energy_100_250,zcr,2,2.8035889915809013e-08,19.238203525901927
energy_100_250,entropy,2,0.00011267395222552723,9.58006754853007
energy_100_250,energy_20_100,2,2.8332080406523966e-13,34.23363345258564
energy_100_250,energy_500_1000,2,0.04529678317220507,3.1498903652655104
energy_250_500,rms,2,2.8301993016293504e-09,22.072500554886734
energy_250_500,centroid,2,0.005308622811732191,5.398405578878332
energy_250_500,bandwidth,2,0.0004572924790780734,8.038246007015486
energy_500_1000,rms,2,1.4495491756191375e-06,14.53209858619216
energy_500_1000,centroid,1,0.004227684912456344,8.39837641618444
energy_500_1000,bandwidth,1,0.002687082811117579,9.26703062452201
energy_500_1000,energy_20_100,1,0.04010006952498577,4.276027318235818
energy_500_1000,energy_250_500,2,0.0013005259038393992,6.903816074101372
