source,target,lag,p_value,f_stat
rms,entropy,1,0.006208359773393968,7.646969978161248
rms,energy_20_100,2,4.4377460044497427e-07,15.746095806134356
rms,energy_100_250,2,4.4793833658054413e-13,32.8642761656844
rms,energy_250_500,2,2.2389851702427515e-20,57.1478093347121
rms,energy_500_1000,2,1.0956832813184072e-29,94.63195680137366
centroid,bandwidth,1,0.0005418903317005367,12.354569175531532
centroid,zcr,2,0.0017838380575768214,6.53252205415642
centroid,entropy,2,0.00043332121284554443,8.050202850437602
centroid,energy_20_100,2,0.008521851614465703,4.879895500073655
centroid,energy_100_250,2,0.025109610214133698,3.7528778008036405
centroid,energy_250_500,2,0.002944709977543889,6.000027078004089
centroid,energy_500_1000,2,7.401913453872034e-06,12.536152119980983
bandwidth,rms,2,0.003102213434629623,5.944825061846504
bandwidth,centroid,2,0.01092529335859691,4.619706657013973
bandwidth,zcr,2,0.008870039734464942,4.837913768913211
bandwidth,entropy,2,0.00016303993370549557,9.111136002171346
bandwidth,energy_20_100,1,0.018732003911689277,5.615800945436218
zcr,rms,2,0.010586449994142851,4.652665764937235
zcr,centroid,2,2.379331544019995e-22,64.43989504392152
zcr,bandwidth,2,9.628284885350753e-24,69.78856092834718
zcr,entropy,2,3.190528613343284e-11,27.32189135533073
zcr,energy_20_100,2,5.723193452443094e-06,12.825818248963204
entropy,bandwidth,1,1.8474052031614612e-05,19.239063479426473
entropy,zcr,2,0.0006658983919252725,7.587119389203383
entropy,energy_20_100,2,0.012122562410683378,4.5109950927207985
entropy,energy_250_500,2,0.00790068939517103,4.959283917996247
entropy,energy_500_1000,2,0.04794756551848754,3.0840202536119086
energy_20_100,rms,2,2.299896660550294e-10,24.834161973145214
energy_20_100,centroid,2,8.740446392497379e-05,9.793218927728251
energy_20_100,bandwidth,1,0.04132797467514581,4.2156808762575215
energy_20_100,entropy,2,6.923617666876803e-06,12.611309722082249
energy_20_100,energy_250_500,2,0.002224443142687692,6.297692576842755
energy_100_250,rms,2,1.4130655233866213e-06,14.414121699628138
energy_100_250,centroid,2,0.004181424594250222,5.6290989399442894
energy_100_250,zcr,2,0.02385258222139709,3.8061674052767778
energy_100_250,entropy,2,0.004531435579786608,5.5442435477619805
energy_100_250,energy_20_100,1,0.012760985175618309,6.312834531414272
energy_100_250,energy_250_500,2,1.1927918918184522e-12,31.570921857928386
energy_250_500,rms,2,1.090027460683272e-06,14.711290820523487
energy_250_500,entropy,2,0.04152803354309321,3.2322764673571616
energy_500_1000,rms,2,2.5742180963275493e-07,16.37773313213011
energy_500_1000,centroid,2,0.04300381053676704,3.1962396096073378
energy_500_1000,zcr,2,0.01588610952037846,4.228862041176648
energy_500_1000,entropy,1,0.03687355656832114,4.413988595974007
