source,target,lag,p_value,f_stat
rms,bandwidth,2,0.002268108421844127,6.252158623566736
rms,entropy,2,0.02782498505321729,3.6379382154762934
rms,energy_20_100,2,1.4914849601496396e-05,11.66536254542498
rms,energy_100_250,2,6.086305814828869e-13,31.84830862266549
rms,energy_250_500,2,2.793291169018304e-33,105.52112846259949
rms,energy_500_1000,2,2.7373626997120987e-28,84.5874269638974
centroid,zcr,2,5.544351443622082e-08,17.976800308321096
centroid,energy_500_1000,2,0.022818586865038307,3.8427207252106
bandwidth,energy_100_250,1,0.04522510882367375,4.053499322618917
zcr,centroid,2,1.852448388748392e-16,42.54908087090965
zcr,bandwidth,2,0.0011983232233885198,6.92657956013803
zcr,entropy,2,1.0154750412103873e-05,12.089308906299536
zcr,energy_20_100,2,0.026992310610409537,3.669281625776522
entropy,zcr,2,4.1830342874391023e-10,23.745507601023107
entropy,energy_100_250,2,0.0373906691935709,3.3335339005818443
entropy,energy_500_1000,2,0.021277762349227576,3.9149815282003964
energy_20_100,rms,2,8.307684341390177e-08,17.510273908879654
energy_20_100,bandwidth,2,0.03564519706439188,3.382730642712368
energy_20_100,energy_100_250,2,0.0003363295989807946,8.280799124242586
energy_20_100,energy_250_500,2,2.6513977197105097e-12,29.98279596410153
energy_20_100,energy_500_1000,2,2.3984479616471754e-05,11.143407628248752
energy_100_250,rms,2,1.0383637032876993e-10,25.43553768610253
energy_100_250,energy_250_500,1,0.006674831451487893,7.491570962166582
energy_100_250,energy_500_1000,2,0.03453074740534061,3.415429698068765
energy_250_500,rms,2,3.286561303048788e-17,44.93317449389059
energy_250_500,bandwidth,2,0.019201411399389908,4.02118784114039
energy_250_500,energy_500_1000,2,0.005644748187898359,5.294807202658309
energy_500_1000,rms,2,8.360482983462899e-14,34.402687223506824
energy_500_1000,energy_250_500,2,1.8663698297805192e-07,16.581424561625905
