source,target,lag,p_value,f_stat
rms,bandwidth,2,0.0018704076895782156,6.4635759227412
rms,entropy,1,2.009968462682194e-05,18.981695258174277
rms,energy_20_100,2,8.179086541738e-44,160.70178977273594
rms,energy_100_250,2,3.493983222346299e-30,93.6449119853055
rms,energy_250_500,2,1.3576639702590051e-42,153.89365922837592
rms,energy_500_1000,2,5.473536188077293e-24,68.92199852773822
centroid,zcr,2,0.0009358432927488008,7.198845914231687
centroid,entropy,2,0.0038858947542765214,5.692163619911182
bandwidth,entropy,1,0.029043471005940517,4.826936101453549
bandwidth,energy_100_250,2,0.045357940160980464,3.1368695957563872
bandwidth,energy_250_500,2,0.04443984273610698,3.1579008635215313
zcr,centroid,2,1.1216996971014678e-33,109.06011014996317
zcr,bandwidth,2,9.958323293967897e-19,50.29577006825651
zcr,entropy,2,6.93918506482951e-06,12.540268233961639
zcr,energy_20_100,2,0.014295683723750362,4.330500043684227
entropy,rms,1,0.03975344632205459,4.278151648675193
entropy,centroid,1,0.023671717979391306,5.189134671148281
entropy,bandwidth,1,0.04739941579526697,3.974779086364291
entropy,zcr,2,6.724960425212867e-06,12.57519023663647
entropy,energy_20_100,2,0.0009086188697239274,7.230295752328015
entropy,energy_100_250,2,0.02045070034732712,3.959010406640468
entropy,energy_250_500,2,0.012169492415821648,4.497958078515202
entropy,energy_500_1000,2,0.0006419544417676146,7.601018412906499
energy_20_100,rms,2,1.0606223361724715e-07,17.28485224518663
energy_20_100,centroid,2,0.003591403229290517,5.775063185587013
energy_20_100,zcr,1,0.0069223449026437605,7.429822122248137
energy_20_100,entropy,2,5.581419624525132e-05,10.24058519878343
energy_20_100,energy_500_1000,2,5.4000697289575145e-05,10.276683058764906
energy_100_250,rms,2,9.863609437870615e-05,9.620006518231936
energy_100_250,entropy,2,0.00658576089477119,5.138753210494173
energy_100_250,energy_20_100,2,0.011436505390890908,4.562626682944545
energy_100_250,energy_250_500,2,1.1396805731668268e-08,19.89069297809754
energy_100_250,energy_500_1000,2,0.0023492667447996304,6.222544284097155
energy_250_500,rms,2,1.5137011066969003e-05,11.674852777709262
energy_250_500,entropy,2,0.0074106597569657965,5.015321555624878
energy_250_500,energy_100_250,2,3.771701903476234e-11,26.80686665575491
energy_250_500,energy_500_1000,2,0.0009701067404010133,7.16055148488847
energy_500_1000,rms,2,8.912632382870943e-07,14.846829942864945
energy_500_1000,entropy,1,0.017006685864370832,5.781741979482962
