source,target,lag,p_value,f_stat
rms,centroid,2,2.3282845976450467e-05,11.182864721176685
rms,bandwidth,2,0.00038381023944168664,8.143044585278817
rms,entropy,2,2.234121973122632e-09,21.765642339370395
rms,energy_20_100,2,7.083473032905838e-26,75.45964812825952
rms,energy_100_250,2,3.1334523968744405e-05,10.857150907832024
rms,energy_250_500,2,8.49358214793512e-10,22.92231379046337
rms,energy_500_1000,1,2.099636908144773e-05,18.866579311722706
centroid,rms,2,8.104969620696717e-06,12.346997794387574
centroid,bandwidth,2,3.642588766186503e-11,26.757462505128807
centroid,zcr,2,0.03160801607552208,3.507212665788599
centroid,entropy,2,4.7996824715430285e-22,61.35241810555859
centroid,energy_20_100,2,6.302746809650811e-26,75.6538253581499
centroid,energy_100_250,2,0.00014717570355662026,9.174362709976169
centroid,energy_250_500,1,1.4110812807862967e-11,50.5963327188652
bandwidth,rms,2,5.227330056558732e-06,12.834011702581458
bandwidth,centroid,2,3.941941784157121e-24,68.8966028935861
bandwidth,entropy,2,5.0028431485292396e-24,68.51463139332806
bandwidth,energy_20_100,1,6.175605362895415e-05,16.655664691209687
bandwidth,energy_100_250,2,2.0217812587020915e-05,11.33795998831804
bandwidth,energy_500_1000,2,0.0005025092637339653,7.854671724242084
zcr,rms,2,0.008841048482555841,4.827777988682527
zcr,centroid,2,1.8376841212655124e-07,16.614139817842133
zcr,bandwidth,2,4.2559068838198256e-09,21.00030355961194
zcr,entropy,2,0.026791582539419996,3.6777454634588205
zcr,energy_20_100,2,0.0060002800682113855,5.232479336781245
zcr,energy_100_250,2,0.006333348727892959,5.17599015013331
entropy,rms,2,0.0013744429631678866,6.783887326937436
entropy,centroid,2,5.796781415440645e-11,26.184971365919132
entropy,bandwidth,2,4.3954660248384176e-08,18.26346493726558
entropy,zcr,2,4.682025554484279e-06,12.956643577217115
entropy,energy_20_100,2,1.563910007647443e-49,191.51026071501056
entropy,energy_100_250,2,1.0661801176726048e-05,12.04347629658675
entropy,energy_250_500,2,8.233723415681112e-17,43.75971465976246
energy_20_100,rms,2,3.6469550150592964e-11,26.75598338828995
energy_20_100,centroid,2,9.151661536595127e-30,90.94085134937464
energy_20_100,bandwidth,1,2.273529791043445e-16,78.38674042273762
energy_20_100,entropy,2,8.194148146207932e-42,147.40429118736128
energy_20_100,energy_100_250,2,1.3007951585001043e-13,33.889760796760406
energy_20_100,energy_250_500,1,0.0008235231456736327,11.488129349847863
energy_100_250,rms,2,3.2296737856261956e-07,15.96968192423827
energy_100_250,centroid,2,4.535689952609861e-15,38.30836961149917
energy_100_250,bandwidth,1,1.8247013399423353e-18,91.43284015985185
energy_100_250,zcr,2,0.0010756485222196458,7.043878352614381
energy_100_250,entropy,2,4.034743239244961e-20,54.66667098682096
energy_100_250,energy_20_100,2,0.0006833463739988465,7.526547293398006
energy_100_250,energy_250_500,1,3.780818283624895e-14,65.16209199761263
energy_100_250,energy_500_1000,1,1.0626330925118145e-07,30.12574609637458
energy_250_500,centroid,1,3.6563565731625003e-09,37.642988103673304
energy_250_500,bandwidth,2,7.509733707881186e-12,28.720741118437875
energy_250_500,zcr,2,1.701686633468125e-09,22.090233810140685
energy_250_500,entropy,1,1.1594082131944537e-14,68.16492247108118
energy_250_500,energy_20_100,2,1.8241132131640966e-10,24.78234504247749
energy_250_500,energy_100_250,2,1.3738578476030547e-08,19.619632867347296
energy_250_500,energy_500_1000,1,0.0018202075836776857,9.951953764556182
energy_500_1000,centroid,2,2.4438318672903723e-18,48.70295991719417
energy_500_1000,bandwidth,2,7.1455944222874225e-12,28.782980934777395
energy_500_1000,entropy,2,4.07213455554916e-10,23.80812783605461
energy_500_1000,energy_100_250,1,0.0024944519778035703,9.348624470817336
energy_500_1000,energy_250_500,1,1.2076161238953143e-08,34.94814764784986
