source,target,lag,p_value,f_stat
rms,centroid,1,0.0016246818554573944,10.297955613403735
rms,zcr,1,1.2282408392947493e-08,36.293743803200854
rms,entropy,1,0.007312390017271048,7.392330739990569
rms,energy_20_100,2,0.0012776768306886346,6.969726633429474
rms,energy_100_250,2,9.971732640066309e-23,72.55330438552919
rms,energy_250_500,2,3.832457946590965e-35,141.33557025226096
rms,energy_500_1000,2,1.0686858536312341e-28,102.3511750701854
centroid,bandwidth,1,0.042031627378682705,4.204623257566239
centroid,zcr,1,0.003328006644782002,8.897231735864965
centroid,entropy,2,0.0018612834546508112,6.5593439733511865
centroid,energy_100_250,2,7.988410153239684e-06,12.712678263125094
centroid,energy_250_500,2,0.0007773150010417868,7.514987891036443
centroid,energy_500_1000,2,0.0014955375243503005,6.797736941416773
bandwidth,entropy,1,0.004250541616179694,8.425604721798942
bandwidth,energy_100_250,2,0.0015505348985322574,6.758336975258211
zcr,rms,1,0.005045428070078111,8.097185061208549
zcr,centroid,2,2.5059086279251895e-14,38.92805832205421
zcr,bandwidth,2,3.6838063575806314e-07,16.38970734750653
zcr,entropy,2,3.731491954989715e-14,38.323472020462056
zcr,energy_100_250,2,0.00014071315111058237,9.418261517449277
zcr,energy_250_500,2,0.0008723693977105715,7.388081531290082
zcr,energy_500_1000,2,0.0020022503823768243,6.479949663074379
entropy,zcr,2,0.03531124329126209,3.419718212229873
entropy,energy_100_250,2,8.280502366631112e-06,12.67064851337438
entropy,energy_250_500,2,0.0016126503139958712,6.7155060185687505
entropy,energy_500_1000,2,0.002752779130834152,6.134659756280241
energy_20_100,rms,1,0.023891186904605788,5.206462414186537
energy_20_100,centroid,1,0.002259904899758692,9.649982105963318
energy_20_100,bandwidth,1,0.04660970539952566,4.024803168035863
energy_20_100,zcr,2,0.04469554561989464,3.1736173512397414
energy_20_100,energy_500_1000,1,0.02287769098484298,5.284568277322104
energy_100_250,rms,2,0.006723968166485963,5.173823648886078
energy_100_250,centroid,1,0.0006363761381618984,12.167079346481229
energy_100_250,bandwidth,1,0.031155345061961073,4.731803270518033
energy_100_250,zcr,2,0.00044405024234708617,8.133697122586131
energy_100_250,entropy,1,0.0210854429362939,5.43200174727625
energy_100_250,energy_250_500,2,0.02003504830087975,4.0147102956686425
energy_100_250,energy_500_1000,1,0.0009395782406868586,11.385056935731036
energy_250_500,rms,2,0.00029795031995716835,8.577458250377108
energy_250_500,zcr,1,9.136670252584748e-05,16.159832352897848
energy_250_500,energy_100_250,2,0.035485037551730804,3.414583304493244
energy_250_500,energy_500_1000,2,6.55271052411031e-05,10.283569267947273
energy_500_1000,rms,2,8.556150186332316e-05,9.980516945386652
energy_500_1000,zcr,1,6.763617027416853e-05,16.79214459529753
energy_500_1000,energy_250_500,2,0.005307260077918583,5.427260072260602
