source,target,lag,p_value,f_stat
rms,centroid,2,0.018222291560362286,4.074151001228378
rms,bandwidth,2,1.4326877828446672e-07,16.864142629834706
rms,zcr,1,0.0002470943381300367,13.850215484283613
rms,entropy,1,0.016933382427226962,5.784409635586255
rms,energy_20_100,2,2.1766663137136965e-18,48.59422466177546
rms,energy_100_250,2,1.0329343736962722e-32,102.41685911648901
rms,energy_250_500,2,5.669270785903125e-18,47.24656131401583
rms,energy_500_1000,2,4.875546513067927e-12,29.159435385609633
centroid,rms,2,0.006013226530708284,5.226706272528151
centroid,bandwidth,2,1.461169031918147e-05,11.678236697325735
centroid,zcr,2,8.198182096695572e-09,20.175699471589475
centroid,entropy,2,3.151342233372413e-11,26.848532285367
centroid,energy_100_250,2,0.00023101159314791792,8.678588330000274
centroid,energy_250_500,2,0.00021706409589705548,8.745480935932967
centroid,energy_500_1000,2,4.763206285188425e-08,18.129330032475462
bandwidth,rms,2,4.775149014158298e-11,26.338874353563583
bandwidth,centroid,2,0.0020381787145944135,6.361955559905887
bandwidth,zcr,2,0.0007095001542922723,7.47935267035448
bandwidth,entropy,2,5.7110375094023165e-09,20.5999379745638
bandwidth,energy_100_250,2,0.003362477366974517,5.8353509963010834
bandwidth,energy_250_500,2,0.003901143234186751,5.679478501597629
bandwidth,energy_500_1000,2,4.6184903981695235e-05,10.419201140777838
zcr,centroid,2,7.088501736047884e-20,53.506205840101714
zcr,bandwidth,2,5.354183603141907e-15,37.916024743954466
zcr,entropy,2,1.0886161522946166e-08,19.843827176064895
zcr,energy_20_100,2,6.65198590707207e-05,10.022617118147565
zcr,energy_100_250,2,0.0015179794167652816,6.6729769562835575
zcr,energy_500_1000,2,7.246754191413158e-05,9.929707907880045
entropy,centroid,2,0.0002725712724132074,8.50106221907697
entropy,bandwidth,2,3.994896900934446e-06,13.111825674327829
entropy,zcr,2,0.010334486090702354,4.662394204966331
entropy,energy_20_100,2,0.024897505709579396,3.751635178633042
entropy,energy_100_250,2,0.013556197935862989,4.380594891336565
entropy,energy_250_500,2,2.2329550191842012e-05,11.212838182014668
entropy,energy_500_1000,2,3.1827179935452273e-08,18.59552326239179
energy_20_100,rms,2,1.160035097760759e-12,30.962522643920014
energy_20_100,centroid,1,0.00017834977350918822,14.500415589242202
energy_20_100,bandwidth,1,0.0010962037919860757,10.923163032919135
energy_20_100,zcr,2,4.959605918711485e-05,10.3416475018827
energy_20_100,energy_100_250,2,1.6690272154161645e-05,11.532096115587489
energy_100_250,rms,1,8.515898940507853e-09,35.65303569887683
energy_100_250,centroid,1,0.0057772617581997665,7.758243866378152
energy_100_250,bandwidth,2,0.0031947845668074347,5.889061699616563
energy_100_250,zcr,2,0.0033593018476212344,5.8363427686643945
energy_100_250,energy_250_500,1,0.004272803878100832,8.32344326904873
energy_100_250,energy_500_1000,1,0.000286564307536102,13.555761467511404
energy_250_500,rms,2,7.42871354852026e-05,9.902815995627076
energy_250_500,bandwidth,2,0.0004583934292268002,7.944856513978455
energy_250_500,energy_100_250,2,0.000510449308927094,7.830072563523058
energy_500_1000,rms,2,9.368270313032058e-07,14.733926191455664
energy_500_1000,bandwidth,2,0.0007461075194330844,7.425852748198747
energy_500_1000,zcr,1,0.006519099587427671,7.533194121155678
energy_500_1000,energy_100_250,2,0.0016762751036383911,6.5681938233302954
