source,target,lag,p_value,f_stat
rms,centroid,2,0.00019429288347021974,8.893374298529016
rms,bandwidth,2,1.1361145941085683e-06,14.593132729322752
rms,entropy,2,2.3118634030624e-11,27.489483513487322
rms,energy_20_100,2,1.9953543104858365e-20,56.37318768250592
rms,energy_100_250,2,2.95173122413116e-23,66.59594597511372
rms,energy_250_500,2,6.247833895078269e-11,26.247974480432237
rms,energy_500_1000,2,4.401882003722588e-26,77.44062461412562
centroid,zcr,2,0.00011193772905506622,9.49173213596442
centroid,entropy,2,0.0024291889489685948,6.1911501312256
centroid,energy_20_100,2,4.5816307926883315e-05,10.467574113511594
centroid,energy_100_250,1,0.02907303671858003,4.826568963393012
centroid,energy_500_1000,2,2.272165878604946e-05,11.239372285611314
bandwidth,energy_100_250,1,0.011800926380499016,6.448096420861517
bandwidth,energy_250_500,1,0.006865296219277397,7.448397525670721
zcr,rms,2,0.020269009723414715,3.9698849716568287
zcr,centroid,2,7.729619382366175e-11,25.98368591658542
zcr,bandwidth,2,1.0613581464507958e-05,12.082740084557859
zcr,entropy,2,0.0015298664289179972,6.681081127994944
zcr,energy_20_100,2,0.002701506486454204,6.078862282786638
entropy,bandwidth,2,0.048023464460429786,3.0791427646368716
entropy,zcr,2,0.0014163139698935786,6.763004060123828
entropy,energy_20_100,1,0.0007150305410048893,11.781814460839815
entropy,energy_500_1000,2,2.063022227868006e-05,11.346030446398485
energy_20_100,rms,1,3.313433381109292e-06,22.783832976577624
energy_20_100,centroid,2,4.5544337174988494e-05,10.474105148852248
energy_20_100,entropy,2,7.816812263201598e-06,12.42329820957662
energy_20_100,energy_100_250,2,2.1670638421310525e-05,11.29167278387824
energy_20_100,energy_250_500,2,0.020454713655317258,3.9604298795111057
energy_20_100,energy_500_1000,2,0.0035627567606972338,5.786935719103929
energy_100_250,rms,2,5.740890284416346e-09,20.744742571896868
energy_100_250,energy_20_100,1,0.0007224106706196919,11.76166312673045
energy_250_500,rms,2,9.889225787949924e-07,14.75073595580283
energy_250_500,entropy,2,0.020114566133703986,3.9778152801890894
energy_250_500,energy_20_100,1,0.02433329654465641,5.141716721245518
energy_250_500,energy_100_250,1,4.5761868916811244e-08,32.10151131124647
energy_250_500,energy_500_1000,1,5.867982023627868e-05,16.794269464830204
energy_500_1000,rms,2,2.5862893312032923e-10,24.493710810465156
energy_500_1000,entropy,2,0.020919587636743783,3.937135644208379
energy_500_1000,energy_20_100,1,0.02112918478920816,5.393578077681602
energy_500_1000,energy_250_500,2,5.3706863023132125e-28,85.16279447537663
